timestamp,open,high,low,close,volume
2017-12-11,272.0,330.0,239.99,311.4,59561.28759
2017-12-18,311.23,366.96,177.58,262.9,251577.24855
2017-12-25,262.9,284.34,193.2,223.69,223926.94979
2018-01-01,223.69,315.0,212.74,269.01,442699.93154
2018-01-08,269.01,271.82,195.03,234.12,435643.987
2018-01-15,234.26,242.31,135.67,190.16,623161.89534
2018-01-22,190.52,198.0,163.02,196.74,321179.32878
2018-01-29,196.74,197.19,108.52,147.09,763067.21152
2018-02-05,147.29,169.0,106.5,148.28,1164496.28327
2018-02-12,148.28,236.66,146.04,213.66,2479761.76727
2018-02-19,213.23,254.8,182.0,217.78,2664157.0959
2018-02-26,218.16,232.3,200.2,213.19,1241589.31074
2018-03-05,213.19,217.0,157.68,188.16,1284715.12897
2018-03-12,188.16,192.88,136.86,153.5,1078189.36976
2018-03-19,153.59,175.88,150.66,160.01,709863.16512
2018-03-26,160.0,161.06,109.03,114.74,967731.12557
2018-04-02,114.97,137.25,111.31,117.55,723895.08502
2018-04-09,117.8,133.98,111.25,132.45,774078.33767
2018-04-16,132.45,156.94,124.88,146.38,824851.42873
2018-04-23,146.38,166.29,141.85,153.5,807106.43128
2018-04-30,153.51,184.98,142.44,172.32,1048345.74806
2018-05-07,172.1,172.81,130.32,144.24,796570.54639
2018-05-14,144.19,152.95,128.0,139.64,557055.03079
2018-05-21,139.63,140.25,114.7,117.71,610471.58855
2018-05-28,117.72,127.98,109.41,125.33,398899.541
2018-06-04,125.07,127.01,102.75,106.48,319682.88441
2018-06-11,106.5,108.42,86.71,94.95,881961.07529
2018-06-18,94.95,120.0,73.22,80.37,1219683.92929
2018-06-25,80.46,84.59,72.15,79.95,1099651.52188
2018-07-02,79.96,90.0,78.11,82.22,1122241.3866
2018-07-09,82.26,83.12,74.0,78.54,1211209.03624
2018-07-16,78.54,94.41,77.6,82.21,1193084.47453
2018-07-23,82.2,90.75,80.79,83.85,1070746.52415
2018-07-30,83.89,84.62,72.1,74.61,1003350.05838
2018-08-06,74.6,76.7,55.0,59.32,1216965.54684
2018-08-13,59.21,62.31,49.2,57.67,1428777.67468
2018-08-20,57.79,59.75,53.18,56.99,1260761.17527
2018-08-27,57.05,67.93,56.52,66.21,1319512.93942
2018-09-03,66.21,69.45,51.87,54.74,1556300.41389
2018-09-10,54.79,59.0,47.21,56.75,1684207.73888
2018-09-17,56.75,63.82,50.41,61.38,1683274.51469
2018-09-24,61.36,65.67,54.25,61.21,1970961.79385
2018-10-01,61.19,62.09,56.67,58.33,1179055.76717
2018-10-08,58.32,60.26,50.62,52.61,1301279.80213
2018-10-15,52.61,61.86,52.17,53.61,1318285.55181
2018-10-22,53.62,54.16,51.7,52.07,387638.26404
2018-10-29,52.1,56.33,47.71,54.6,466269.02873
2018-11-05,54.6,56.92,49.79,51.46,481946.71783
2018-11-12,51.5,52.04,40.4,42.61,932707.38615
2018-11-19,42.63,42.65,27.7,31.49,1880816.67843
2018-11-26,31.51,36.51,28.66,33.82,1448013.14877
2018-12-03,33.81,33.97,22.32,25.37,1396888.35391
2018-12-10,25.37,26.96,22.5,25.52,1008912.20284
2018-12-17,25.51,33.84,25.43,32.97,2053273.88137
2018-12-24,32.98,36.12,27.17,31.38,1502257.25294
2018-12-31,31.38,39.71,29.42,38.3,1618679.42154
2019-01-07,38.29,40.8,29.12,29.59,2623061.46794
2019-01-14,29.6,33.2,28.45,30.64,1394432.80314
2019-01-21,30.63,33.95,29.48,32.21,1082200.13759
2019-01-28,32.22,35.01,29.91,33.44,1639594.87977
2019-02-04,33.43,47.59,32.25,46.79,3776461.52514
2019-02-11,46.8,46.87,40.31,43.91,2564531.28466
2019-02-18,43.89,53.53,42.37,43.75,3461844.43937
